date,day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
2024-02-03,5,2,breakfast,weekend,,0,0.2947,177
2024-02-03,5,2,lunch,weekend,,0,0.6176,371
2024-02-03,5,2,dinner,weekend,,0,0.7197,432
2024-02-04,6,2,breakfast,best_menu,,0,0.5691,341
2024-02-04,6,2,lunch,best_menu,,0,0.9278,557
2024-02-04,6,2,dinner,best_menu,,0,1.0,600
2024-02-05,0,2,breakfast,baseline,,0,0.4144,249
2024-02-05,0,2,lunch,baseline,,0,0.5253,315
2024-02-05,0,2,dinner,baseline,,0,0.7661,460
2024-02-06,1,2,breakfast,baseline,,0,0.435,261
2024-02-06,1,2,lunch,baseline,,0,0.6023,361
2024-02-06,1,2,dinner,baseline,,0,0.7416,445
2024-02-07,2,2,breakfast,baseline,,0,0.4557,273
2024-02-07,2,2,lunch,baseline,,0,0.6253,375
2024-02-07,2,2,dinner,baseline,,0,0.6879,413
2024-02-08,3,2,breakfast,baseline,,0,0.4325,259
2024-02-08,3,2,lunch,baseline,,0,0.6306,378
2024-02-08,3,2,dinner,baseline,,0,0.8561,514
2024-02-09,4,2,breakfast,baseline,,0,0.4854,291
2024-02-09,4,2,lunch,baseline,,0,0.608,365
2024-02-09,4,2,dinner,baseline,,0,0.6789,407
2024-02-10,5,2,breakfast,rain_weekend,,1,0.1884,113
2024-02-10,5,2,lunch,rain_weekend,,1,0.7022,421
2024-02-10,5,2,dinner,rain_weekend,,1,0.6229,374
2024-02-11,6,2,breakfast,best_menu,,0,0.4948,297
2024-02-11,6,2,lunch,best_menu,,0,0.8596,516
2024-02-11,6,2,dinner,best_menu,,0,0.9277,557
2024-02-12,0,2,breakfast,exam,exam,0,0.6479,389
2024-02-12,0,2,lunch,exam,exam,0,0.6949,417
2024-02-12,0,2,dinner,exam,exam,0,0.8976,539
2024-02-13,1,2,breakfast,rain_exam,exam,1,0.5261,316
2024-02-13,1,2,lunch,rain_exam,exam,1,0.5985,359
2024-02-13,1,2,dinner,rain_exam,exam,1,0.7435,446
2024-02-14,2,2,breakfast,exam,exam,0,0.6583,395
2024-02-14,2,2,lunch,exam,exam,0,0.7264,436
2024-02-14,2,2,dinner,exam,exam,0,0.8865,532
2024-02-15,3,2,breakfast,exam,exam,0,0.6614,397
2024-02-15,3,2,lunch,exam,exam,0,0.7092,426
2024-02-15,3,2,dinner,exam,exam,0,0.9434,566
2024-02-16,4,2,breakfast,exam,exam,0,0.7299,438
2024-02-16,4,2,lunch,exam,exam,0,0.7441,446
2024-02-16,4,2,dinner,exam,exam,0,0.7818,469
2024-02-17,5,2,breakfast,exam,exam,0,0.7358,442
2024-02-17,5,2,lunch,exam,exam,0,0.8345,501
2024-02-17,5,2,dinner,exam,exam,0,0.8542,513
2024-02-18,6,2,breakfast,exam,exam,0,0.726,436
2024-02-18,6,2,lunch,exam,exam,0,0.6684,401
2024-02-18,6,2,dinner,exam,exam,0,0.8046,483
2024-02-19,0,2,breakfast,exam,exam,0,0.6295,378
2024-02-19,0,2,lunch,exam,exam,0,0.733,440
2024-02-19,0,2,dinner,exam,exam,0,0.8553,513
2024-02-20,1,2,breakfast,rain_exam,exam,1,0.649,389
2024-02-20,1,2,lunch,rain_exam,exam,1,0.6715,403
2024-02-20,1,2,dinner,rain_exam,exam,1,0.7711,463
2024-02-21,2,2,breakfast,exam,exam,0,0.6475,388
2024-02-21,2,2,lunch,exam,exam,0,0.6839,410
2024-02-21,2,2,dinner,exam,exam,0,0.7822,469
2024-02-22,3,2,breakfast,exam,exam,0,0.6326,380
2024-02-22,3,2,lunch,exam,exam,0,0.7871,472
2024-02-22,3,2,dinner,exam,exam,0,0.7747,465
2024-02-23,4,2,breakfast,baseline,,0,0.4326,260
2024-02-23,4,2,lunch,baseline,,0,0.6167,370
2024-02-23,4,2,dinner,baseline,,0,0.8102,486
2024-02-24,5,2,breakfast,weekend,,0,0.3321,199
2024-02-24,5,2,lunch,weekend,,0,0.6913,415
2024-02-24,5,2,dinner,weekend,,0,0.7397,444
2024-02-25,6,2,breakfast,rain_weekend,,1,0.2039,122
2024-02-25,6,2,lunch,rain_weekend,,1,0.6085,365
2024-02-25,6,2,dinner,rain_weekend,,1,0.6088,365
2024-02-26,0,2,breakfast,baseline,,0,0.4582,275
2024-02-26,0,2,lunch,baseline,,0,0.7609,457
2024-02-26,0,2,dinner,baseline,,0,0.8626,518
2024-02-27,1,2,breakfast,baseline,,0,0.4397,264
2024-02-27,1,2,lunch,baseline,,0,0.5592,336
2024-02-27,1,2,dinner,baseline,,0,0.7146,429
2024-02-28,2,2,breakfast,rain,,1,0.3472,208
2024-02-28,2,2,lunch,rain,,1,0.5022,301
2024-02-28,2,2,dinner,rain,,1,0.6002,360
2024-02-29,3,2,breakfast,baseline,,0,0.4441,266
2024-02-29,3,2,lunch,baseline,,0,0.5795,348
2024-02-29,3,2,dinner,baseline,,0,0.7182,431
2024-03-01,4,3,breakfast,baseline,,0,0.4905,294
2024-03-01,4,3,lunch,baseline,,0,0.6286,377
2024-03-01,4,3,dinner,baseline,,0,0.6445,387
2024-03-02,5,3,breakfast,weekend,,0,0.3511,211
2024-03-02,5,3,lunch,weekend,,0,0.6279,377
2024-03-02,5,3,dinner,weekend,,0,0.7146,429
2024-03-03,6,3,breakfast,best_menu,,0,0.6573,394
2024-03-03,6,3,lunch,best_menu,,0,0.725,435
2024-03-03,6,3,dinner,best_menu,,0,0.8735,524
2024-03-04,0,3,breakfast,baseline,,0,0.5122,307
2024-03-04,0,3,lunch,baseline,,0,0.5833,350
2024-03-04,0,3,dinner,baseline,,0,0.7353,441
2024-03-05,1,3,breakfast,baseline,,0,0.4657,279
2024-03-05,1,3,lunch,baseline,,0,0.6143,369
2024-03-05,1,3,dinner,baseline,,0,0.742,445
2024-03-06,2,3,breakfast,baseline,,0,0.4414,265
2024-03-06,2,3,lunch,baseline,,0,0.6198,372
2024-03-06,2,3,dinner,baseline,,0,0.7639,458
2024-03-07,3,3,breakfast,baseline,,0,0.467,280
2024-03-07,3,3,lunch,baseline,,0,0.6846,411
2024-03-07,3,3,dinner,baseline,,0,0.7593,456
2024-03-08,4,3,breakfast,baseline,,0,0.4519,271
2024-03-08,4,3,lunch,baseline,,0,0.6333,380
2024-03-08,4,3,dinner,baseline,,0,0.7067,424
2024-03-09,5,3,breakfast,rain_weekend,,1,0.1984,119
2024-03-09,5,3,lunch,rain_weekend,,1,0.7005,420
2024-03-09,5,3,dinner,rain_weekend,,1,0.7506,450
2024-03-10,6,3,breakfast,fest,fest,0,0.2034,122
2024-03-10,6,3,lunch,fest,fest,0,0.167,100
2024-03-10,6,3,dinner,fest,fest,0,0.4016,241
2024-03-11,0,3,breakfast,fest,fest,0,0.225,135
2024-03-11,0,3,lunch,fest,fest,0,0.1577,95
2024-03-11,0,3,dinner,fest,fest,0,0.3939,236
2024-03-12,1,3,breakfast,fest,fest,0,0.1974,118
2024-03-12,1,3,lunch,fest,fest,0,0.1764,106
2024-03-12,1,3,dinner,fest,fest,0,0.3744,225
2024-03-13,2,3,breakfast,fest,fest,0,0.2116,127
2024-03-13,2,3,lunch,fest,fest,0,0.1818,109
2024-03-13,2,3,dinner,fest,fest,0,0.3593,216
2024-03-14,3,3,breakfast,baseline,,0,0.503,302
2024-03-14,3,3,lunch,baseline,,0,0.5033,302
2024-03-14,3,3,dinner,baseline,,0,0.7358,441
2024-03-15,4,3,breakfast,baseline,,0,0.4607,276
2024-03-15,4,3,lunch,baseline,,0,0.6145,369
2024-03-15,4,3,dinner,baseline,,0,0.6446,387
2024-03-16,5,3,breakfast,weekend,,0,0.3415,205
2024-03-16,5,3,lunch,weekend,,0,0.6141,368
2024-03-16,5,3,dinner,weekend,,0,0.8375,502
2024-03-17,6,3,breakfast,best_menu,,0,0.5307,318
2024-03-17,6,3,lunch,best_menu,,0,0.7326,440
2024-03-17,6,3,dinner,best_menu,,0,0.8759,526
2024-03-18,0,3,breakfast,baseline,,0,0.471,283
2024-03-18,0,3,lunch,baseline,,0,0.7211,433
2024-03-18,0,3,dinner,baseline,,0,0.8206,492
2024-03-19,1,3,breakfast,baseline,,0,0.5128,308
2024-03-19,1,3,lunch,baseline,,0,0.6556,393
2024-03-19,1,3,dinner,baseline,,0,0.7997,480
2024-03-20,2,3,breakfast,baseline,,0,0.4524,271
2024-03-20,2,3,lunch,baseline,,0,0.598,359
2024-03-20,2,3,dinner,baseline,,0,0.8094,486
2024-03-21,3,3,breakfast,baseline,,0,0.4782,287
2024-03-21,3,3,lunch,baseline,,0,0.6237,374
2024-03-21,3,3,dinner,baseline,,0,0.8203,492
2024-03-22,4,3,breakfast,baseline,,0,0.5155,309
2024-03-22,4,3,lunch,baseline,,0,0.6704,402
2024-03-22,4,3,dinner,baseline,,0,0.6557,393
2024-03-23,5,3,breakfast,weekend,,0,0.2719,163
2024-03-23,5,3,lunch,weekend,,0,0.671,403
2024-03-23,5,3,dinner,weekend,,0,0.878,527
2024-03-24,6,3,breakfast,best_menu,,0,0.5035,302
2024-03-24,6,3,lunch,best_menu,,0,0.7351,441
2024-03-24,6,3,dinner,best_menu,,0,0.9024,541
2024-03-25,0,3,breakfast,baseline,,0,0.4258,256
2024-03-25,0,3,lunch,baseline,,0,0.6491,389
2024-03-25,0,3,dinner,baseline,,0,0.8193,492
2024-03-26,1,3,breakfast,baseline,,0,0.3675,221
2024-03-26,1,3,lunch,baseline,,0,0.6488,389
2024-03-26,1,3,dinner,baseline,,0,0.7543,453
2024-03-27,2,3,breakfast,baseline,,0,0.5082,305
2024-03-27,2,3,lunch,baseline,,0,0.5288,317
2024-03-27,2,3,dinner,baseline,,0,0.7145,429
2024-03-28,3,3,breakfast,baseline,,0,0.3931,236
2024-03-28,3,3,lunch,baseline,,0,0.7081,425
2024-03-28,3,3,dinner,baseline,,0,0.7721,463
2024-03-29,4,3,breakfast,baseline,,0,0.4294,258
2024-03-29,4,3,lunch,baseline,,0,0.6746,405
2024-03-29,4,3,dinner,baseline,,0,0.8141,488
2024-03-30,5,3,breakfast,weekend,,0,0.3056,183
2024-03-30,5,3,lunch,weekend,,0,0.7151,429
2024-03-30,5,3,dinner,weekend,,0,0.7292,438
2024-03-31,6,3,breakfast,best_menu,,0,0.5268,316
2024-03-31,6,3,lunch,best_menu,,0,0.8245,495
2024-03-31,6,3,dinner,best_menu,,0,0.972,583
2024-04-01,0,4,breakfast,baseline,,0,0.4455,267
2024-04-01,0,4,lunch,baseline,,0,0.7084,425
2024-04-01,0,4,dinner,baseline,,0,0.7054,423
2024-04-02,1,4,breakfast,baseline,,0,0.4573,274
2024-04-02,1,4,lunch,baseline,,0,0.6761,406
2024-04-02,1,4,dinner,baseline,,0,0.7507,450
2024-04-03,2,4,breakfast,baseline,,0,0.4808,289
2024-04-03,2,4,lunch,baseline,,0,0.676,406
2024-04-03,2,4,dinner,baseline,,0,0.7832,470
2024-04-04,3,4,breakfast,baseline,,0,0.4426,266
2024-04-04,3,4,lunch,baseline,,0,0.5318,319
2024-04-04,3,4,dinner,baseline,,0,0.8463,508
2024-04-05,4,4,breakfast,baseline,,0,0.4539,272
2024-04-05,4,4,lunch,baseline,,0,0.6997,420
2024-04-05,4,4,dinner,baseline,,0,0.6539,392
2024-04-06,5,4,breakfast,weekend,,0,0.2616,157
2024-04-06,5,4,lunch,weekend,,0,0.6555,393
2024-04-06,5,4,dinner,weekend,,0,0.8109,487
2024-04-07,6,4,breakfast,best_menu,,0,0.5451,327
2024-04-07,6,4,lunch,best_menu,,0,0.7096,426
2024-04-07,6,4,dinner,best_menu,,0,0.7337,440
2024-04-08,0,4,breakfast,baseline,,0,0.433,260
2024-04-08,0,4,lunch,baseline,,0,0.6566,394
2024-04-08,0,4,dinner,baseline,,0,0.7921,475
2024-04-09,1,4,breakfast,baseline,,0,0.4262,256
2024-04-09,1,4,lunch,baseline,,0,0.6403,384
2024-04-09,1,4,dinner,baseline,,0,0.7956,477
2024-04-10,2,4,breakfast,baseline,,0,0.4691,281
2024-04-10,2,4,lunch,baseline,,0,0.5976,359
2024-04-10,2,4,dinner,baseline,,0,0.7392,444
2024-04-11,3,4,breakfast,baseline,,0,0.4795,288
2024-04-11,3,4,lunch,baseline,,0,0.6134,368
2024-04-11,3,4,dinner,baseline,,0,0.7813,469
2024-04-12,4,4,breakfast,rain,,1,0.3137,188
2024-04-12,4,4,lunch,rain,,1,0.5687,341
2024-04-12,4,4,dinner,rain,,1,0.5324,319
2024-04-13,5,4,breakfast,weekend,,0,0.2644,159
2024-04-13,5,4,lunch,weekend,,0,0.5693,342
2024-04-13,5,4,dinner,weekend,,0,0.7408,444
2024-04-14,6,4,breakfast,best_menu,,0,0.5212,313
2024-04-14,6,4,lunch,best_menu,,0,0.8127,488
2024-04-14,6,4,dinner,best_menu,,0,0.9784,587
2024-04-15,0,4,breakfast,baseline,,0,0.4475,269
2024-04-15,0,4,lunch,baseline,,0,0.7019,421
2024-04-15,0,4,dinner,baseline,,0,0.7555,453
2024-04-16,1,4,breakfast,baseline,,0,0.4286,257
2024-04-16,1,4,lunch,baseline,,0,0.5583,335
2024-04-16,1,4,dinner,baseline,,0,0.6967,418
2024-04-17,2,4,breakfast,baseline,,0,0.4789,287
2024-04-17,2,4,lunch,baseline,,0,0.7205,432
2024-04-17,2,4,dinner,baseline,,0,0.6671,400
2024-04-18,3,4,breakfast,baseline,,0,0.4125,248
2024-04-18,3,4,lunch,baseline,,0,0.6574,394
2024-04-18,3,4,dinner,baseline,,0,0.7421,445
2024-04-19,4,4,breakfast,baseline,,0,0.4834,290
2024-04-19,4,4,lunch,baseline,,0,0.6027,362
2024-04-19,4,4,dinner,baseline,,0,0.718,431
2024-04-20,5,4,breakfast,exam,exam,0,0.616,370
2024-04-20,5,4,lunch,exam,exam,0,0.7584,455
2024-04-20,5,4,dinner,exam,exam,0,0.8535,512
2024-04-21,6,4,breakfast,exam,exam,0,0.6688,401
2024-04-21,6,4,lunch,exam,exam,0,0.8108,486
2024-04-21,6,4,dinner,exam,exam,0,0.8429,506
2024-04-22,0,4,breakfast,exam,exam,0,0.7055,423
2024-04-22,0,4,lunch,exam,exam,0,0.7139,428
2024-04-22,0,4,dinner,exam,exam,0,0.9439,566
2024-04-23,1,4,breakfast,exam,exam,0,0.6432,386
2024-04-23,1,4,lunch,exam,exam,0,0.7538,452
2024-04-23,1,4,dinner,exam,exam,0,1.0,600
2024-04-24,2,4,breakfast,exam,exam,0,0.6536,392
2024-04-24,2,4,lunch,exam,exam,0,0.7427,446
2024-04-24,2,4,dinner,exam,exam,0,0.9413,565
2024-04-25,3,4,breakfast,exam,exam,0,0.6673,400
2024-04-25,3,4,lunch,exam,exam,0,0.7318,439
2024-04-25,3,4,dinner,exam,exam,0,0.8884,533
2024-04-26,4,4,breakfast,exam,exam,0,0.5673,340
2024-04-26,4,4,lunch,exam,exam,0,0.6117,367
2024-04-26,4,4,dinner,exam,exam,0,0.7892,474
2024-04-27,5,4,breakfast,rain_exam,exam,1,0.5697,342
2024-04-27,5,4,lunch,rain_exam,exam,1,0.77,462
2024-04-27,5,4,dinner,rain_exam,exam,1,0.7982,479
2024-04-28,6,4,breakfast,exam,exam,0,0.6681,401
2024-04-28,6,4,lunch,exam,exam,0,0.7095,426
2024-04-28,6,4,dinner,exam,exam,0,0.847,508
2024-04-29,0,4,breakfast,exam,exam,0,0.6822,409
2024-04-29,0,4,lunch,exam,exam,0,0.7134,428
2024-04-29,0,4,dinner,exam,exam,0,0.9404,564
2024-04-30,1,4,breakfast,exam,exam,0,0.6503,390
2024-04-30,1,4,lunch,exam,exam,0,0.8857,531
2024-04-30,1,4,dinner,exam,exam,0,0.8821,529
2024-05-01,2,5,breakfast,post_holiday,holiday,0,0.3861,232
2024-05-01,2,5,lunch,post_holiday,holiday,0,0.5668,340
2024-05-01,2,5,dinner,post_holiday,holiday,0,0.6305,378
2024-05-02,3,5,breakfast,post_holiday,holiday,0,0.3594,216
2024-05-02,3,5,lunch,post_holiday,holiday,0,0.5603,336
2024-05-02,3,5,dinner,post_holiday,holiday,0,0.5902,354
2024-05-03,4,5,breakfast,post_holiday,holiday,0,0.4021,241
2024-05-03,4,5,lunch,post_holiday,holiday,0,0.5705,342
2024-05-03,4,5,dinner,post_holiday,holiday,0,0.6883,413
2024-05-04,5,5,breakfast,post_holiday,holiday,0,0.3746,225
2024-05-04,5,5,lunch,post_holiday,holiday,0,0.5613,337
2024-05-04,5,5,dinner,post_holiday,holiday,0,0.6177,371
2024-05-05,6,5,breakfast,post_holiday,holiday,0,0.3272,196
2024-05-05,6,5,lunch,post_holiday,holiday,0,0.5271,316
2024-05-05,6,5,dinner,post_holiday,holiday,0,0.5325,319
2024-05-06,0,5,breakfast,post_holiday,holiday,0,0.4252,255
2024-05-06,0,5,lunch,post_holiday,holiday,0,0.5805,348
2024-05-06,0,5,dinner,post_holiday,holiday,0,0.5969,358
2024-05-07,1,5,breakfast,post_holiday,holiday,0,0.2924,175
2024-05-07,1,5,lunch,post_holiday,holiday,0,0.5181,311
2024-05-07,1,5,dinner,post_holiday,holiday,0,0.756,454
2024-05-08,2,5,breakfast,post_holiday,holiday,0,0.3662,220
2024-05-08,2,5,lunch,post_holiday,holiday,0,0.5618,337
2024-05-08,2,5,dinner,post_holiday,holiday,0,0.5542,333
2024-05-09,3,5,breakfast,post_holiday,holiday,0,0.3864,232
2024-05-09,3,5,lunch,post_holiday,holiday,0,0.5379,323
2024-05-09,3,5,dinner,post_holiday,holiday,0,0.6734,404
2024-05-10,4,5,breakfast,post_holiday,holiday,0,0.4038,242
2024-05-10,4,5,lunch,post_holiday,holiday,0,0.5118,307
2024-05-10,4,5,dinner,post_holiday,holiday,0,0.6788,407
2024-05-11,5,5,breakfast,post_holiday,holiday,0,0.3536,212
2024-05-11,5,5,lunch,post_holiday,holiday,0,0.5032,302
2024-05-11,5,5,dinner,post_holiday,holiday,0,0.701,421
2024-05-12,6,5,breakfast,post_holiday,holiday,0,0.4264,256
2024-05-12,6,5,lunch,post_holiday,holiday,0,0.5225,313
2024-05-12,6,5,dinner,post_holiday,holiday,0,0.7071,424
2024-05-13,0,5,breakfast,post_holiday,holiday,0,0.3913,235
2024-05-13,0,5,lunch,post_holiday,holiday,0,0.6095,366
2024-05-13,0,5,dinner,post_holiday,holiday,0,0.615,369
2024-05-14,1,5,breakfast,post_holiday,holiday,0,0.3696,222
2024-05-14,1,5,lunch,post_holiday,holiday,0,0.5613,337
2024-05-14,1,5,dinner,post_holiday,holiday,0,0.554,332
2024-05-15,2,5,breakfast,post_holiday,holiday,0,0.3668,220
2024-05-15,2,5,lunch,post_holiday,holiday,0,0.5914,355
2024-05-15,2,5,dinner,post_holiday,holiday,0,0.512,307
2024-05-16,3,5,breakfast,post_holiday,holiday,0,0.3316,199
2024-05-16,3,5,lunch,post_holiday,holiday,0,0.5059,304
2024-05-16,3,5,dinner,post_holiday,holiday,0,0.6459,388
2024-05-17,4,5,breakfast,post_holiday,holiday,0,0.3756,225
2024-05-17,4,5,lunch,post_holiday,holiday,0,0.5348,321
2024-05-17,4,5,dinner,post_holiday,holiday,0,0.6436,386
2024-05-18,5,5,breakfast,post_holiday,holiday,0,0.405,243
2024-05-18,5,5,lunch,post_holiday,holiday,0,0.5704,342
2024-05-18,5,5,dinner,post_holiday,holiday,0,0.6528,392
2024-05-19,6,5,breakfast,post_holiday,holiday,0,0.3924,235
2024-05-19,6,5,lunch,post_holiday,holiday,0,0.6299,378
2024-05-19,6,5,dinner,post_holiday,holiday,0,0.6289,377
2024-05-20,0,5,breakfast,post_holiday,holiday,0,0.3602,216
2024-05-20,0,5,lunch,post_holiday,holiday,0,0.4969,298
2024-05-20,0,5,dinner,post_holiday,holiday,0,0.5703,342
2024-05-21,1,5,breakfast,post_holiday,holiday,0,0.3676,221
2024-05-21,1,5,lunch,post_holiday,holiday,0,0.5032,302
2024-05-21,1,5,dinner,post_holiday,holiday,0,0.6298,378
2024-05-22,2,5,breakfast,post_holiday,holiday,0,0.3849,231
2024-05-22,2,5,lunch,post_holiday,holiday,0,0.5085,305
2024-05-22,2,5,dinner,post_holiday,holiday,0,0.6789,407
2024-05-23,3,5,breakfast,post_holiday,holiday,0,0.3784,227
2024-05-23,3,5,lunch,post_holiday,holiday,0,0.5134,308
2024-05-23,3,5,dinner,post_holiday,holiday,0,0.6611,397
2024-05-24,4,5,breakfast,post_holiday,holiday,0,0.3389,203
2024-05-24,4,5,lunch,post_holiday,holiday,0,0.5387,323
2024-05-24,4,5,dinner,post_holiday,holiday,0,0.6466,388
2024-05-25,5,5,breakfast,post_holiday,holiday,0,0.3892,233
2024-05-25,5,5,lunch,post_holiday,holiday,0,0.4786,287
2024-05-25,5,5,dinner,post_holiday,holiday,0,0.701,421
2024-05-26,6,5,breakfast,post_holiday,holiday,0,0.3756,225
2024-05-26,6,5,lunch,post_holiday,holiday,0,0.5574,334
2024-05-26,6,5,dinner,post_holiday,holiday,0,0.5112,307
2024-05-27,0,5,breakfast,post_holiday,holiday,0,0.3743,225
2024-05-27,0,5,lunch,post_holiday,holiday,0,0.4952,297
2024-05-27,0,5,dinner,post_holiday,holiday,0,0.6695,402
2024-05-28,1,5,breakfast,post_holiday,holiday,0,0.3473,208
2024-05-28,1,5,lunch,post_holiday,holiday,0,0.5054,303
2024-05-28,1,5,dinner,post_holiday,holiday,0,0.6453,387
2024-05-29,2,5,breakfast,post_holiday,holiday,0,0.3458,208
2024-05-29,2,5,lunch,post_holiday,holiday,0,0.5525,331
2024-05-29,2,5,dinner,post_holiday,holiday,0,0.7256,435
2024-05-30,3,5,breakfast,post_holiday,holiday,0,0.3703,222
2024-05-30,3,5,lunch,post_holiday,holiday,0,0.4701,282
